Dataset | March Current Population Survey | Cross-sectional representative sample of more than 50,000 U.S. civilian households containing detailed questions about household composition and sources of income. | [('Cross-sectional', 'JJ'), ('representative', 'JJ'), ('sample', 'NN'), ('of', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('50,000', 'CD'), ('U.S.', 'NNP'), ('civilian', 'JJ'), ('households', 'NNS'), ('containing', 'VBG'), ('detailed', 'JJ'), ('questions', 'NNS'), ('about', 'IN'), ('household', 'NN'), ('composition', 'NN'), ('and', 'CC'), ('sources', 'NNS'), ('of', 'IN'), ('income', 'NN'), ('.', '.')]
Dataset | Current Population Survey | Information on job creation and destruction from 1994 to 2002 (thousands) by industry is collected from Statistics Canada, Labour Force Survey Estimates (LFS), by North American Industry Classification System (NAICS), Sex and Age Group, annual (persons unless otherwise noted) (22440 series), CANSIM table 282-000. Instituto Nacional de Estadistica, Geografía e Informática, "Sistema Nacional de Cuentas Nacionales 1993 a 2002", and U.S. Bureau of Labor Statistics, "Employment, Hours and earnings from the Current, Employment Statistics Survey," national (availabe at http://data.bls.gov/outside.jsp?survey=ce/). | [('Information', 'NN'), ('on', 'IN'), ('job', 'NN'), ('creation', 'NN'), ('and', 'CC'), ('destruction', 'NN'), ('from', 'IN'), ('1994', 'CD'), ('to', 'TO'), ('2002', 'CD'), ('(', '('), ('thousands', 'NNS'), (')', ')'), ('by', 'IN'), ('industry', 'NN'), ('is', 'VBZ'), ('collected', 'VBN'), ('from', 'IN'), ('Statistics', 'NNPS'), ('Canada', 'NNP'), (',', ','), ('Labour', 'NNP'), ('Force', 'NNP'), ('Survey', 'NNP'), ('Estimates', 'NNP'), ('(', '('), ('LFS', 'NNP'), (')', ')'), (',', ','), ('by', 'IN'), ('North', 'JJ'), ('American', 'JJ'), ('Industry', 'NNP'), ('Classification', 'NNP'), ('System', 'NNP'), ('(', '('), ('NAICS', 'NNP'), (')', ')'), (',', ','), ('Sex', 'NNP'), ('and', 'CC'), ('Age', 'NNP'), ('Group', 'NNP'), (',', ','), ('annual', 'JJ'), ('(', '('), ('persons', 'NNS'), ('unless', 'IN'), ('otherwise', 'RB'), ('noted', 'VBN'), (')', ')'), ('(', '('), ('22440', 'CD'), ('series', 'NN'), (')', ')'), (',', ','), ('CANSIM', 'NNP'), ('table', 'JJ'), ('282-000', 'CD'), ('.', '.'), ('Instituto', 'NNP'), ('Nacional', 'NNP'), ('de', 'FW'), ('Estadistica', 'NNP'), (',', ','), ('Geografía', 'NNP'), ('e', 'NN'), ('Informática', 'NNP'), (',', ','), ('``', '``'), ('Sistema', 'NNP'), ('Nacional', 'NNP'), ('de', 'FW'), ('Cuentas', 'NNP'), ('Nacionales', 'NNP'), ('1993', 'CD'), ('a', 'DT'), ('2002', 'CD'), ("''", "''"), (',', ','), ('and', 'CC'), ('U.S.', 'NNP'), ('Bureau', 'NNP'), ('of', 'IN'), ('Labor', 'NNP'), ('Statistics', 'NNPS'), (',', ','), ('``', '``'), ('Employment', 'NN'), (',', ','), ('Hours', 'NNP'), ('and', 'CC'), ('earnings', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('Current', 'NNP'), (',', ','), ('Employment', 'NNP'), ('Statistics', 'NNPS'), ('Survey', 'NNP'), (',', ','), ("''", "''"), ('national', 'JJ'), ('(', '('), ('availabe', 'JJ'), ('at', 'IN'), ('http', 'NN'), (':', ':'), ('//data.bls.gov/outside.jsp', 'NN'), ('?', '.'), ('survey=ce/', 'NN'), (')', ')'), ('.', '.')]
Dataset | Current Population Survey | The low cost competitiveness paradigm hourly compensation costs for production workers (in U.S. dollars) are drawn from the U.S. Bureau of Labor Statistics, "Hourly Compensation Costs for Production Workers in Manufacturing, 30 Countries or Areas and 40 Manufacturing Industries, Selected Years 1975-2002" (available at www.bls.gov/fls/flshcind.htm). | [('The', 'DT'), ('low', 'JJ'), ('cost', 'NN'), ('competitiveness', 'NN'), ('paradigm', 'VBD'), ('hourly', 'JJ'), ('compensation', 'NN'), ('costs', 'NNS'), ('for', 'IN'), ('production', 'NN'), ('workers', 'NNS'), ('(', '('), ('in', 'IN'), ('U.S.', 'NNP'), ('dollars', 'NNS'), (')', ')'), ('are', 'VBP'), ('drawn', 'VBN'), ('from', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), ('Bureau', 'NNP'), ('of', 'IN'), ('Labor', 'NNP'), ('Statistics', 'NNPS'), (',', ','), ('``', '``'), ('Hourly', 'JJ'), ('Compensation', 'NN'), ('Costs', 'NNS'), ('for', 'IN'), ('Production', 'NNP'), ('Workers', 'NNPS'), ('in', 'IN'), ('Manufacturing', 'NNP'), (',', ','), ('30', 'CD'), ('Countries', 'NNPS'), ('or', 'CC'), ('Areas', 'NNP'), ('and', 'CC'), ('40', 'CD'), ('Manufacturing', 'NN'), ('Industries', 'NNS'), (',', ','), ('Selected', 'VBN'), ('Years', 'NNS'), ('1975-2002', 'JJ'), ("''", "''"), ('(', '('), ('available', 'JJ'), ('at', 'IN'), ('www.bls.gov/fls/flshcind.htm', 'NN'), (')', ')'), ('.', '.')]
Dataset | Office of Immigration Statistics | Canadian and Mexican Diaspora in NAFTA estimates are based on U.S. Department of Homeland Security, Office of Immigration Stastics, "2003 Yearbook of Immigration Statistics, September 2004," table 2 ("Immigration by Region and Selected Country of Last Residence Fiscal Years 1820-2003"); and U.S. Census Bureau "Statistical Abstract of the United States 2003," table 2 ("Population 1960 to 2002"), p. 8. | [('Canadian', 'JJ'), ('and', 'CC'), ('Mexican', 'JJ'), ('Diaspora', 'NNP'), ('in', 'IN'), ('NAFTA', 'NNP'), ('estimates', 'NNS'), ('are', 'VBP'), ('based', 'VBN'), ('on', 'IN'), ('U.S.', 'NNP'), ('Department', 'NNP'), ('of', 'IN'), ('Homeland', 'NNP'), ('Security', 'NNP'), (',', ','), ('Office', 'NNP'), ('of', 'IN'), ('Immigration', 'NNP'), ('Stastics', 'NNP'), (',', ','), ('``', '``'), ('2003', 'CD'), ('Yearbook', 'NNP'), ('of', 'IN'), ('Immigration', 'NNP'), ('Statistics', 'NNPS'), (',', ','), ('September', 'NNP'), ('2004', 'CD'), (',', ','), ("''", "''"), ('table', 'JJ'), ('2', 'CD'), ('(', '('), ('``', '``'), ('Immigration', 'NNP'), ('by', 'IN'), ('Region', 'NNP'), ('and', 'CC'), ('Selected', 'NNP'), ('Country', 'NNP'), ('of', 'IN'), ('Last', 'JJ'), ('Residence', 'NNP'), ('Fiscal', 'NNP'), ('Years', 'VBZ'), ('1820-2003', 'JJ'), ("''", "''"), (')', ')'), (';', ':'), ('and', 'CC'), ('U.S.', 'NNP'), ('Census', 'NNP'), ('Bureau', 'NNP'), ('``', '``'), ('Statistical', 'NNP'), ('Abstract', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNPS'), ('2003', 'CD'), (',', ','), ("''", "''"), ('table', 'JJ'), ('2', 'CD'), ('(', '('), ('``', '``'), ('Population', 'NN'), ('1960', 'CD'), ('to', 'TO'), ('2002', 'CD'), ("''", "''"), (')', ')'), (',', ','), ('p.', 'JJ'), ('8', 'CD'), ('.', '.')]
Dataset | U.S. Census Bureau | Canadian and Mexican Diaspora in NAFTA estimates are based on U.S. Department of Homeland Security, Office of Immigration Stastics, "2003 Yearbook of Immigration Statistics, September 2004," table 2 ("Immigration by Region and Selected Country of Last Residence Fiscal Years 1820-2003"); and U.S. Census Bureau "Statistical Abstract of the United States 2003," table 2 ("Population 1960 to 2002"), p. 8. | [('Canadian', 'JJ'), ('and', 'CC'), ('Mexican', 'JJ'), ('Diaspora', 'NNP'), ('in', 'IN'), ('NAFTA', 'NNP'), ('estimates', 'NNS'), ('are', 'VBP'), ('based', 'VBN'), ('on', 'IN'), ('U.S.', 'NNP'), ('Department', 'NNP'), ('of', 'IN'), ('Homeland', 'NNP'), ('Security', 'NNP'), (',', ','), ('Office', 'NNP'), ('of', 'IN'), ('Immigration', 'NNP'), ('Stastics', 'NNP'), (',', ','), ('``', '``'), ('2003', 'CD'), ('Yearbook', 'NNP'), ('of', 'IN'), ('Immigration', 'NNP'), ('Statistics', 'NNPS'), (',', ','), ('September', 'NNP'), ('2004', 'CD'), (',', ','), ("''", "''"), ('table', 'JJ'), ('2', 'CD'), ('(', '('), ('``', '``'), ('Immigration', 'NNP'), ('by', 'IN'), ('Region', 'NNP'), ('and', 'CC'), ('Selected', 'NNP'), ('Country', 'NNP'), ('of', 'IN'), ('Last', 'JJ'), ('Residence', 'NNP'), ('Fiscal', 'NNP'), ('Years', 'VBZ'), ('1820-2003', 'JJ'), ("''", "''"), (')', ')'), (';', ':'), ('and', 'CC'), ('U.S.', 'NNP'), ('Census', 'NNP'), ('Bureau', 'NNP'), ('``', '``'), ('Statistical', 'NNP'), ('Abstract', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('States', 'NNPS'), ('2003', 'CD'), (',', ','), ("''", "''"), ('table', 'JJ'), ('2', 'CD'), ('(', '('), ('``', '``'), ('Population', 'NN'), ('1960', 'CD'), ('to', 'TO'), ('2002', 'CD'), ("''", "''"), (')', ')'), (',', ','), ('p.', 'JJ'), ('8', 'CD'), ('.', '.')]
Dataset | Current Population Survey | Author's estimates of Mexican Diaspora Estimated Effects on U.S. GDP are based on data from the U.S. Bureau of Labor Statistics and Bureau of Economic Analysis, U.S. Department of Commerce. | [('Author', 'NN'), ("'s", 'POS'), ('estimates', 'NNS'), ('of', 'IN'), ('Mexican', 'NNP'), ('Diaspora', 'NNP'), ('Estimated', 'NNP'), ('Effects', 'NNPS'), ('on', 'IN'), ('U.S.', 'NNP'), ('GDP', 'NNP'), ('are', 'VBP'), ('based', 'VBN'), ('on', 'IN'), ('data', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), ('Bureau', 'NNP'), ('of', 'IN'), ('Labor', 'NNP'), ('Statistics', 'NNPS'), ('and', 'CC'), ('Bureau', 'NNP'), ('of', 'IN'), ('Economic', 'NNP'), ('Analysis', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Department', 'NNP'), ('of', 'IN'), ('Commerce', 'NNP'), ('.', '.')]
Dataset | Bureau of Economic Analysis | Author's estimates of Mexican Diaspora Estimated Effects on U.S. GDP are based on data from the U.S. Bureau of Labor Statistics and Bureau of Economic Analysis, U.S. Department of Commerce. | [('Author', 'NN'), ("'s", 'POS'), ('estimates', 'NNS'), ('of', 'IN'), ('Mexican', 'NNP'), ('Diaspora', 'NNP'), ('Estimated', 'NNP'), ('Effects', 'NNPS'), ('on', 'IN'), ('U.S.', 'NNP'), ('GDP', 'NNP'), ('are', 'VBP'), ('based', 'VBN'), ('on', 'IN'), ('data', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('U.S.', 'NNP'), ('Bureau', 'NNP'), ('of', 'IN'), ('Labor', 'NNP'), ('Statistics', 'NNPS'), ('and', 'CC'), ('Bureau', 'NNP'), ('of', 'IN'), ('Economic', 'NNP'), ('Analysis', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Department', 'NNP'), ('of', 'IN'), ('Commerce', 'NNP'), ('.', '.')]
Dataset | Instituto Nacional de Estadistica | Author's estimates of Mexican Diaspora Estimated Effects on Mexico GDP are based on data from the INEGI, U.S. Bureau of Labor Statistics, and Bureau of Economic Analysis, U.S. Department of Commerce. | [('Author', 'NN'), ("'s", 'POS'), ('estimates', 'NNS'), ('of', 'IN'), ('Mexican', 'NNP'), ('Diaspora', 'NNP'), ('Estimated', 'NNP'), ('Effects', 'NNPS'), ('on', 'IN'), ('Mexico', 'NNP'), ('GDP', 'NNP'), ('are', 'VBP'), ('based', 'VBN'), ('on', 'IN'), ('data', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('INEGI', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Bureau', 'NNP'), ('of', 'IN'), ('Labor', 'NNP'), ('Statistics', 'NNPS'), (',', ','), ('and', 'CC'), ('Bureau', 'NNP'), ('of', 'IN'), ('Economic', 'NNP'), ('Analysis', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Department', 'NNP'), ('of', 'IN'), ('Commerce', 'NNP'), ('.', '.')]
Dataset | Current Population Survey | Author's estimates of Mexican Diaspora Estimated Effects on Mexico GDP are based on data from the INEGI, U.S. Bureau of Labor Statistics, and Bureau of Economic Analysis, U.S. Department of Commerce. | [('Author', 'NN'), ("'s", 'POS'), ('estimates', 'NNS'), ('of', 'IN'), ('Mexican', 'NNP'), ('Diaspora', 'NNP'), ('Estimated', 'NNP'), ('Effects', 'NNPS'), ('on', 'IN'), ('Mexico', 'NNP'), ('GDP', 'NNP'), ('are', 'VBP'), ('based', 'VBN'), ('on', 'IN'), ('data', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('INEGI', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Bureau', 'NNP'), ('of', 'IN'), ('Labor', 'NNP'), ('Statistics', 'NNPS'), (',', ','), ('and', 'CC'), ('Bureau', 'NNP'), ('of', 'IN'), ('Economic', 'NNP'), ('Analysis', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Department', 'NNP'), ('of', 'IN'), ('Commerce', 'NNP'), ('.', '.')]
Dataset | Bureau of Economic analysis | Author's estimates of Mexican Diaspora Estimated Effects on Mexico GDP are based on data from the INEGI, U.S. Bureau of Labor Statistics, and Bureau of Economic Analysis, U.S. Department of Commerce. | [('Author', 'NN'), ("'s", 'POS'), ('estimates', 'NNS'), ('of', 'IN'), ('Mexican', 'NNP'), ('Diaspora', 'NNP'), ('Estimated', 'NNP'), ('Effects', 'NNPS'), ('on', 'IN'), ('Mexico', 'NNP'), ('GDP', 'NNP'), ('are', 'VBP'), ('based', 'VBN'), ('on', 'IN'), ('data', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('INEGI', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Bureau', 'NNP'), ('of', 'IN'), ('Labor', 'NNP'), ('Statistics', 'NNPS'), (',', ','), ('and', 'CC'), ('Bureau', 'NNP'), ('of', 'IN'), ('Economic', 'NNP'), ('Analysis', 'NNP'), (',', ','), ('U.S.', 'NNP'), ('Department', 'NNP'), ('of', 'IN'), ('Commerce', 'NNP'), ('.', '.')]
Dataset | National Longitudinal Survey of Youth | In the analyses below, researchers provide several estimates of the black-white gap in potential wages for the year 1990 using data from the National Longitudinal Survey of Youth (NLSY), a panel data set that includes persons born between 1957 and 1964. The author exploits data on wages and income sources for years before and after 1990 to develop imputation methods that allow the author to adjust measures of the black-white wage gap among women for racial differences in selection patterns. These imputation rules yield a 1990 wage measure for at least 95% of both the black and white women in the NLSY sample, and the author's results suggest that selection bias does contaminate standard measures of black-white wage inequality among women. | [('In', 'IN'), ('the', 'DT'), ('analyses', 'NNS'), ('below', 'IN'), (',', ','), ('researchers', 'NNS'), ('provide', 'VBP'), ('several', 'JJ'), ('estimates', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('black-white', 'JJ'), ('gap', 'NN'), ('in', 'IN'), ('potential', 'JJ'), ('wages', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('year', 'NN'), ('1990', 'CD'), ('using', 'VBG'), ('data', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('National', 'NNP'), ('Longitudinal', 'NNP'), ('Survey', 'NNP'), ('of', 'IN'), ('Youth', 'NNP'), ('(', '('), ('NLSY', 'NNP'), (')', ')'), (',', ','), ('a', 'DT'), ('panel', 'NN'), ('data', 'NN'), ('set', 'NN'), ('that', 'WDT'), ('includes', 'VBZ'), ('persons', 'NNS'), ('born', 'VBP'), ('between', 'IN'), ('1957', 'CD'), ('and', 'CC'), ('1964', 'CD'), ('.', '.'), ('The', 'DT'), ('author', 'NN'), ('exploits', 'VBZ'), ('data', 'NNS'), ('on', 'IN'), ('wages', 'NNS'), ('and', 'CC'), ('income', 'NN'), ('sources', 'NNS'), ('for', 'IN'), ('years', 'NNS'), ('before', 'IN'), ('and', 'CC'), ('after', 'IN'), ('1990', 'CD'), ('to', 'TO'), ('develop', 'VB'), ('imputation', 'NN'), ('methods', 'NNS'), ('that', 'WDT'), ('allow', 'VBP'), ('the', 'DT'), ('author', 'NN'), ('to', 'TO'), ('adjust', 'VB'), ('measures', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('black-white', 'JJ'), ('wage', 'NN'), ('gap', 'NN'), ('among', 'IN'), ('women', 'NNS'), ('for', 'IN'), ('racial', 'JJ'), ('differences', 'NNS'), ('in', 'IN'), ('selection', 'NN'), ('patterns', 'NNS'), ('.', '.'), ('These', 'DT'), ('imputation', 'NN'), ('rules', 'NNS'), ('yield', 'VBP'), ('a', 'DT'), ('1990', 'CD'), ('wage', 'NN'), ('measure', 'NN'), ('for', 'IN'), ('at', 'IN'), ('least', 'JJS'), ('95', 'CD'), ('%', 'NN'), ('of', 'IN'), ('both', 'CC'), ('the', 'DT'), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('women', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('NLSY', 'NNP'), ('sample', 'NN'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('author', 'NN'), ("'s", 'POS'), ('results', 'NNS'), ('suggest', 'VBP'), ('that', 'IN'), ('selection', 'NN'), ('bias', 'NN'), ('does', 'VBZ'), ('contaminate', 'VB'), ('standard', 'JJ'), ('measures', 'NNS'), ('of', 'IN'), ('black-white', 'JJ'), ('wage', 'NN'), ('inequality', 'NN'), ('among', 'IN'), ('women', 'NNS'), ('.', '.')]
Dataset | National Longitudinal Survey of Youth | Because the NLSY contains more extensive questions about earnings and employment histories, it contains 1990 wage information for a larger fraction of the sample, and this difference in coverage appears to be a key reason that measured wage gaps are larger in the NLSY data. | [('Because', 'IN'), ('the', 'DT'), ('NLSY', 'NNP'), ('contains', 'VBZ'), ('more', 'RBR'), ('extensive', 'JJ'), ('questions', 'NNS'), ('about', 'IN'), ('earnings', 'NNS'), ('and', 'CC'), ('employment', 'NN'), ('histories', 'NNS'), (',', ','), ('it', 'PRP'), ('contains', 'VBZ'), ('1990', 'CD'), ('wage', 'NN'), ('information', 'NN'), ('for', 'IN'), ('a', 'DT'), ('larger', 'JJR'), ('fraction', 'NN'), ('of', 'IN'), ('the', 'DT'), ('sample', 'NN'), (',', ','), ('and', 'CC'), ('this', 'DT'), ('difference', 'NN'), ('in', 'IN'), ('coverage', 'NN'), ('appears', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('a', 'DT'), ('key', 'JJ'), ('reason', 'NN'), ('that', 'WDT'), ('measured', 'VBD'), ('wage', 'NN'), ('gaps', 'NNS'), ('are', 'VBP'), ('larger', 'JJR'), ('in', 'IN'), ('the', 'DT'), ('NLSY', 'NNP'), ('data', 'NNS'), ('.', '.')]
Dataset | Census | …in computing the female labor force participation rate by race from 1960-1990, the sample includes women between 25 and 55 years of age. | [('…in', 'NN'), ('computing', 'VBG'), ('the', 'DT'), ('female', 'JJ'), ('labor', 'NN'), ('force', 'NN'), ('participation', 'NN'), ('rate', 'NN'), ('by', 'IN'), ('race', 'NN'), ('from', 'IN'), ('1960-1990', 'JJ'), (',', ','), ('the', 'DT'), ('sample', 'NN'), ('includes', 'VBZ'), ('women', 'NNS'), ('between', 'IN'), ('25', 'CD'), ('and', 'CC'), ('55', 'CD'), ('years', 'NNS'), ('of', 'IN'), ('age', 'NN'), ('.', '.')]
Dataset | Census | Table 1 describes trends in two measures of labor force participation. Both measures are constructed using census data from the Integrated Public Use Microdata series. | [('Table', 'JJ'), ('1', 'CD'), ('describes', 'NNS'), ('trends', 'NNS'), ('in', 'IN'), ('two', 'CD'), ('measures', 'NNS'), ('of', 'IN'), ('labor', 'NN'), ('force', 'NN'), ('participation', 'NN'), ('.', '.'), ('Both', 'DT'), ('measures', 'NNS'), ('are', 'VBP'), ('constructed', 'VBN'), ('using', 'VBG'), ('census', 'NN'), ('data', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('Integrated', 'NNP'), ('Public', 'NNP'), ('Use', 'NNP'), ('Microdata', 'NNP'), ('series', 'NN'), ('.', '.')]
Dataset | National Longitudinal Survey of Youth | In NLSY data, most black, single mothers who do not work outside the home are, in fact, receiving means-tested government assistance in some form. Thus, even thought the overall participation rates for black and white owmen are quite similar in 1990, racial differences in the composition of thos who do not work suggest that measured racial wage gaps among women may still be contaminated by selection bias. | [('In', 'IN'), ('NLSY', 'NNP'), ('data', 'NNS'), (',', ','), ('most', 'JJS'), ('black', 'JJ'), (',', ','), ('single', 'JJ'), ('mothers', 'NNS'), ('who', 'WP'), ('do', 'VBP'), ('not', 'RB'), ('work', 'VB'), ('outside', 'IN'), ('the', 'DT'), ('home', 'NN'), ('are', 'VBP'), (',', ','), ('in', 'IN'), ('fact', 'NN'), (',', ','), ('receiving', 'VBG'), ('means-tested', 'JJ'), ('government', 'NN'), ('assistance', 'NN'), ('in', 'IN'), ('some', 'DT'), ('form', 'NN'), ('.', '.'), ('Thus', 'NNP'), (',', ','), ('even', 'RB'), ('thought', 'VBD'), ('the', 'DT'), ('overall', 'JJ'), ('participation', 'NN'), ('rates', 'NNS'), ('for', 'IN'), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('owmen', 'NNS'), ('are', 'VBP'), ('quite', 'RB'), ('similar', 'JJ'), ('in', 'IN'), ('1990', 'CD'), (',', ','), ('racial', 'JJ'), ('differences', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('composition', 'NN'), ('of', 'IN'), ('thos', 'NN'), ('who', 'WP'), ('do', 'VBP'), ('not', 'RB'), ('work', 'VB'), ('suggest', 'JJS'), ('that', 'IN'), ('measured', 'VBD'), ('racial', 'JJ'), ('wage', 'NN'), ('gaps', 'NNS'), ('among', 'IN'), ('women', 'NNS'), ('may', 'MD'), ('still', 'RB'), ('be', 'VB'), ('contaminated', 'VBN'), ('by', 'IN'), ('selection', 'NN'), ('bias', 'NN'), ('.', '.')]
Dataset | Census | In the analyses of wags that follow, the author restricts attention to samples that include only black and white women. Samples from the 1990 census and March CPS include all women who were between 25 and 33 at the time of their census interviews.  | [('In', 'IN'), ('the', 'DT'), ('analyses', 'NNS'), ('of', 'IN'), ('wags', 'NNS'), ('that', 'WDT'), ('follow', 'VBP'), (',', ','), ('the', 'DT'), ('author', 'NN'), ('restricts', 'VBZ'), ('attention', 'NN'), ('to', 'TO'), ('samples', 'NNS'), ('that', 'WDT'), ('include', 'VBP'), ('only', 'RB'), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('women', 'NNS'), ('.', '.'), ('Samples', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('1990', 'CD'), ('census', 'NN'), ('and', 'CC'), ('March', 'NNP'), ('CPS', 'NNP'), ('include', 'VBP'), ('all', 'DT'), ('women', 'NNS'), ('who', 'WP'), ('were', 'VBD'), ('between', 'IN'), ('25', 'CD'), ('and', 'CC'), ('33', 'CD'), ('at', 'IN'), ('the', 'DT'), ('time', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('census', 'NN'), ('interviews', 'NNS'), ('.', '.')]
Dataset | Current Population Survey | In the analyses of wags that follow, the author restricts attention to samples that include only black and white women. Samples from the 1990 census and March CPS include all women who were between 25 and 33 at the time of their census interviews.  | [('In', 'IN'), ('the', 'DT'), ('analyses', 'NNS'), ('of', 'IN'), ('wags', 'NNS'), ('that', 'WDT'), ('follow', 'VBP'), (',', ','), ('the', 'DT'), ('author', 'NN'), ('restricts', 'VBZ'), ('attention', 'NN'), ('to', 'TO'), ('samples', 'NNS'), ('that', 'WDT'), ('include', 'VBP'), ('only', 'RB'), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('women', 'NNS'), ('.', '.'), ('Samples', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('1990', 'CD'), ('census', 'NN'), ('and', 'CC'), ('March', 'NNP'), ('CPS', 'NNP'), ('include', 'VBP'), ('all', 'DT'), ('women', 'NNS'), ('who', 'WP'), ('were', 'VBD'), ('between', 'IN'), ('25', 'CD'), ('and', 'CC'), ('33', 'CD'), ('at', 'IN'), ('the', 'DT'), ('time', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('census', 'NN'), ('interviews', 'NNS'), ('.', '.')]
Dataset | National Longitudinal Survey of Youth | In the analyses of wags that follow, the author restricts attention to samples that include only black and white women. The NLSY sample includes persons born between 1957 and 1964. At the time of their 1990 NLSY interviews, they were aged 25-33 as well. The author includes persons from the NLSY oversample of blacks, but does not include persons from the supplemental samples of Hispanics, economically disadvantaged whites, or military personnel. The NLSY sample should be nationally representative within race categories.  | [('In', 'IN'), ('the', 'DT'), ('analyses', 'NNS'), ('of', 'IN'), ('wags', 'NNS'), ('that', 'WDT'), ('follow', 'VBP'), (',', ','), ('the', 'DT'), ('author', 'NN'), ('restricts', 'VBZ'), ('attention', 'NN'), ('to', 'TO'), ('samples', 'NNS'), ('that', 'WDT'), ('include', 'VBP'), ('only', 'RB'), ('black', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('women', 'NNS'), ('.', '.'), ('The', 'DT'), ('NLSY', 'NNP'), ('sample', 'NN'), ('includes', 'VBZ'), ('persons', 'NNS'), ('born', 'VBP'), ('between', 'IN'), ('1957', 'CD'), ('and', 'CC'), ('1964', 'CD'), ('.', '.'), ('At', 'IN'), ('the', 'DT'), ('time', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('1990', 'CD'), ('NLSY', 'NNP'), ('interviews', 'NNS'), (',', ','), ('they', 'PRP'), ('were', 'VBD'), ('aged', 'VBN'), ('25-33', 'JJ'), ('as', 'RB'), ('well', 'RB'), ('.', '.'), ('The', 'DT'), ('author', 'NN'), ('includes', 'VBZ'), ('persons', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('NLSY', 'NNP'), ('oversample', 'NN'), ('of', 'IN'), ('blacks', 'NNS'), (',', ','), ('but', 'CC'), ('does', 'VBZ'), ('not', 'RB'), ('include', 'VB'), ('persons', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('supplemental', 'JJ'), ('samples', 'NNS'), ('of', 'IN'), ('Hispanics', 'NNPS'), (',', ','), ('economically', 'RB'), ('disadvantaged', 'VBN'), ('whites', 'NNS'), (',', ','), ('or', 'CC'), ('military', 'JJ'), ('personnel', 'NNS'), ('.', '.'), ('The', 'DT'), ('NLSY', 'NNP'), ('sample', 'NN'), ('should', 'MD'), ('be', 'VB'), ('nationally', 'RB'), ('representative', 'JJ'), ('within', 'IN'), ('race', 'NN'), ('categories', 'NNS'), ('.', '.')]
